ind;ringnr;tr;plats;year;date;hour;sign;sex;age;wing;tarsv;tail;wproj;fett;weigh;bill;bihe;biwi
H7-74;;2.00;Kvi;94.00;67.00;9.00;BNN;1.00;30.00;102.00;34.40;81.00;31.00;.00;31.20;11.80;5.10;5.00
H7-78;;1.00;Kvi;94.00;39.00;7.00;SBH;1.00;45.00;98.30;34.90;78.00;28.50;1.00;34.70;12.30;5.10;5.00
H7-79;;1.00;Kvi;94.00;33.00;8.00;DHT;2.00;35.00;95.00;32.55;72.00;28.50;1.00;34.70;12.80;5.20;5.20
H7-84;;1.00;Kvi;94.00;22.00;7.00;BNN;1.00;35.00;99.00;34.30;77.50;27.50;1.00;33.70;13.80;5.30;5.30
H7-93;;1.00;Kvi;94.00;13.00;18.00;BHN;1.00;35.00;99.00;35.00;77.00;27.00;3.00;35.40;13.80;5.40;4.90
H7-94;;1.00;Kvi;94.00;44.00;7.00;SBH;2.00;20.00;94.00;32.20;73.00;28.00;2.00;30.70;12.90;4.90;4.80
H7-95;;1.00;Kvi;94.00;48.00;10.00;SBH;2.00;35.00;97.00;33.90;75.00;30.00;2.00;34.00;12.80;5.10;5.00
H7-97;;1.00;Kvi;94.00;54.00;7.00;LWG;2.00;;97.00;32.20;76.00;29.00;2.00;31.90;12.30;5.20;5.20
H8-25;;1.00;Kvi;94.00;28.00;8.00;BNN;1.00;35.00;100.00;34.10;77.00;28.50;1.00;37.20;13.80;5.20;5.30
H8-72;;2.00;Kvi;94.00;27.00;13.00;DHT;1.00;35.00;102.60;33.60;81.00;29.00;3.00;36.80;12.90;5.40;4.90
H8-72;;1.00;Kvi;94.00;33.00;8.00;DHT;1.00;35.00;102.00;33.80;81.00;29.00;1.00;35.80;12.70;5.30;4.90
H8-88;;1.00;Kvi;94.00;33.00;10.00;DHT;1.00;35.00;103.00;33.75;80.00;29.00;1.00;34.10;11.80;5.00;5.30
H9-22;;1.00;Kvi;94.00;68.00;10.00;AKT;2.00;50.00;98.00;33.00;73.00;27.50;1.00;29.50;12.30;5.20;5.10
H9-85;;1.00;Kvi;94.00;45.00;8.00;LWG;2.00;50.00;95.00;31.40;75.00;29.00;2.00;30.20;12.50;5.10;5.00
V-57;;1.00;Kvi;94.00;35.00;10.00;SBH;1.00;35.00;100.80;32.80;79.00;29.00;1.00;33.40;12.00;5.10;4.80
V9-73;;1.00;Ess;95.00;91.00;9.00;TAN;1.00;20.00;102.00;;73.00;;2.00;37.40;;;
1H-39;;1.00;Ask;95.00;32.00;11.00;DHT;1.00;35.00;100.00;33.60;81.00;28.50;1.00;35.70;12.70;5.20;5.30
1H-48;;1.00;Ask;95.00;32.00;9.00;DHT;1.00;35.00;104.00;35.70;82.00;31.00;1.00;37.30;12.70;5.40;5.20
1H-87;;1.00;Ask;95.00;32.00;13.00;DHT;1.00;35.00;100.00;33.90;77.00;30.00;2.00;35.10;12.20;5.00;5.10
1V-05;;1.00;Bjo;95.00;41.00;11.00;BNN;1.00;35.00;101.00;34.00;81.00;27.00;1.00;36.80;;;
1V-18;;1.00;Bjo;95.00;46.00;18.00;……N;2.00;35.00;96.00;31.70;77.00;;2.00;32.20;12.80;5.00;4.80
H3-82;;1.00;Bjo;95.00;46.00;18.00;BHN;1.00;20.00;101.00;33.10;81.00;26.00;1.00;35.80;12.70;5.50;5.00
H7-34;;1.00;Bjo;95.00;46.00;19.00;BNN;1.00;30.00;99.50;33.80;77.00;29.00;1.00;34.60;12.20;5.20;5.10
1H-53;;1.00;Kvi;95.00;22.00;10.00;BNN;1.00;;106.00;32.90;81.00;29.50;1.00;36.70;12.20;5.30;5.10
2H-97;3395918.00;1.00;Kvi;95.00;61.00;8.00;BNN;2.00;30.00;96.00;32.10;75.00;28.00;1.00;29.10;12.70;5.00;5.20
H0-27;;1.00;Kvi;95.00;46.00;9.00;BHN;1.00;35.00;98.00;34.40;78.00;27.00;.00;31.40;11.80;5.10;5.10
H0-49;;1.00;Kvi;95.00;87.00;6.00;JSD;2.00;50.00;95.00;32.90;;;3.00;32.00;;;
H0-81;;1.00;Kvi;95.00;45.00;8.00;BHN;2.00;40.00;95.00;31.20;74.00;26.50;1.00;29.30;12.50;5.20;5.20
H1-19;;1.00;Kvi;95.00;37.00;10.00;BHN;1.00;40.00;102.00;35.00;80.00;29.00;1.00;36.20;11.90;5.20;5.00
H1-23;;1.00;Kvi;95.00;29.00;11.00;BHN;2.00;35.00;98.00;32.80;78.00;;1.00;34.00;11.50;5.00;4.60
H1-24;;1.00;Kvi;95.00;47.00;9.00;……N;2.00;30.00;98.00;34.10;73.00;;3.00;35.30;12.10;5.20;5.40
H1-50;;1.00;Kvi;95.00;44.00;12.00;BNN;1.00;40.00;101.50;33.40;78.00;29.00;.00;;13.10;5.10;5.20
H1-51;;1.00;Kvi;95.00;54.00;5.00;PRD;2.00;35.00;95.00;33.60;;29.00;2.00;31.60;13.00;5.20;5.70
H2-03;;1.00;Kvi;95.00;54.00;6.00;……N;2.00;30.00;96.00;33.20;77.00;27.00;1.00;32.80;12.90;5.20;5.10
H2-03;;2.00;Kvi;95.00;74.00;7.00;……N;2.00;30.00;96.00;33.20;76.00;26.00;2.00;;;;
H2-03;;2.00;Kvi;95.00;76.00;6.00;……N;2.00;30.00;97.00;33.20;76.00;26.00;3.00;30.00;13.00;5.10;5.10
H2-03;;2.00;Kvi;95.00;84.00;6.00;TAN;2.00;35.00;97.00;33.10;;;1.00;;;5.70;6.20
H2-09;;1.00;Kvi;95.00;51.00;;BNN;2.00;30.00;94.50;32.90;72.00;27.00;3.00;31.70;12.30;5.00;5.10
H2-09;;2.00;Kvi;95.00;54.00;;BNN;2.00;30.00;94.00;33.10;74.00;26.00;1.00;;12.30;4.90;5.10
H2-17;;1.00;Kvi;95.00;58.00;12.00;DHT;2.00;30.00;97.00;32.90;77.00;27.50;3.00;32.80;;;
H2-25;;1.00;Kvi;95.00;58.00;12.00;BNN;1.00;30.00;101.50;35.00;80.00;28.00;1.00;33.10;12.80;5.30;5.10
H2-28;;1.00;Kvi;95.00;27.00;11.00;BHN;1.00;35.00;101.00;34.00;81.00;;1.00;34.70;11.70;5.00;4.90
H2-28;;2.00;Kvi;95.00;37.00;9.00;……N;1.00;30.00;101.00;34.00;81.00;32.00;1.00;35.30;;5.10;5.20
H2-33;;1.00;Kvi;95.00;23.00;7.00;BHN;2.00;30.00;99.00;32.50;;;1.00;33.50;12.50;5.00;5.00
H2-38;;1.00;Kvi;95.00;24.00;9.00;BNN;2.00;30.00;97.50;31.90;75.00;27.00;1.00;32.20;12.30;5.10;5.20
H2-38;;2.00;Kvi;95.00;73.00;9.00;LRG;2.00;30.00;95.00;31.90;74.00;26.00;1.00;29.50;12.80;5.10;5.10
H2-59;;1.00;Kvi;95.00;63.00;9.00;……N;1.00;30.00;100.00;35.50;85.00;28.00;1.00;38.50;13.80;5.50;5.70
H2-78;;1.00;Kvi;95.00;26.00;19.00;DHT;2.00;30.00;96.30;34.40;74.00;28.00;3.00;34.10;12.20;5.20;5.00
H2-99;;1.00;Kvi;95.00;61.00;6.00;BHN;2.00;30.00;96.00;33.10;73.00;27.00;1.00;29.20;11.70;5.00;5.00
H3-15;;1.00;Kvi;95.00;60.00;9.00;BNN;2.00;20.00;96.50;31.10;76.00;26.00;3.00;33.90;11.90;4.90;4.90
H3-24;;1.00;Kvi;95.00;65.00;6.00;……N;2.00;20.00;93.00;32.40;71.00;;1.00;;13.10;5.20;5.30
H3-29;;1.00;Kvi;95.00;34.00;17.00;DHT;2.00;20.00;95.00;31.80;76.00;;1.00;33.60;12.10;4.80;5.10
H3-29;;2.00;Kvi;95.00;97.00;6.00;JSD;2.00;35.00;95.00;31.60;72.00;;;;;;
H3-37;;1.00;Kvi;95.00;37.00;9.00;……N;2.00;20.00;90.00;32.90;71.00;28.00;2.00;33.10;;4.90;5.10
H3-37;;2.00;Kvi;95.00;65.00;6.00;LRG;2.00;20.00;90.00;32.60;68.00;;1.00;30.40;;5.00;5.10
H3-41;;1.00;Kvi;95.00;39.00;20.00;BHN;2.00;20.00;93.00;32.50;72.00;25.00;1.00;35.50;12.00;5.00;5.00
H3-41;;2.00;Kvi;95.00;72.00;5.00;……N;2.00;20.00;92.00;33.10;72.00;25.00;3.00;29.10;12.10;5.10;5.10
H3-55;;1.00;Kvi;95.00;36.00;17.00;DHT;1.00;20.00;99.00;33.30;79.00;28.00;.00;33.80;12.30;5.30;5.30
H3-70;;1.00;Kvi;95.00;24.00;10.00;BNN;1.00;20.00;98.00;33.90;76.00;;1.00;35.10;12.10;5.00;5.00
H5-79;;1.00;Kvi;95.00;61.00;10.00;……N;2.00;45.00;96.00;32.30;79.00;31.00;2.00;34.80;12.20;5.20;5.10
H7-00;;1.00;Kvi;95.00;24.00;9.00;BNN;1.00;35.00;103.00;32.80;84.00;28.00;1.00;31.40;11.90;5.10;5.00
H7-02;;1.00;Kvi;95.00;36.00;19.00;DHT;1.00;20.00;99.00;29.00;75.00;33.90;1.00;31.40;12.20;5.30;4.90
H7-02;;2.00;Kvi;95.00;39.00;19.00;DHT;1.00;20.00;98.00;33.90;75.00;28.50;1.00;31.60;;;
H7-02;;2.00;Kvi;95.00;63.00;6.00;PJN;1.00;20.00;97.00;33.90;77.50;29.00;2.00;30.30;12.00;5.10;4.90
H7-03;;1.00;Kvi;95.00;52.00;9.00;BNN;2.00;30.00;96.00;30.90;81.00;29.00;2.00;31.50;11.90;4.80;5.00
H7-04;;1.00;Kvi;95.00;25.00;11.00;BNN;2.00;35.00;97.00;32.30;75.00;28.00;2.00;36.10;11.80;5.10;4.90
H7-14;;1.00;Kvi;95.00;60.00;6.00;……N;2.00;20.00;92.00;32.00;71.00;27.00;1.00;34.30;11.30;5.00;4.90
H7-33;;1.00;Kvi;95.00;24.00;14.00;BNN;1.00;20.00;100.00;32.90;80.00;27.00;3.00;32.80;12.80;5.10;5.20
H7-41;3377753.00;1.00;Kvi;95.00;48.00;8.00;BNN;2.00;65.00;99.80;33.90;79.00;29.00;1.00;31.60;13.20;5.00;5.10
H7-43;;1.00;Kvi;95.00;59.00;9.00;BHN;1.00;45.00;103.00;33.80;81.00;29.00;.00;32.60;12.10;5.10;5.00
H7-43;;2.00;Kvi;95.00;84.00;6.00;TAN;1.00;35.00;103.00;33.90;;;1.00;30.40;;;
H7-49;;1.00;Kvi;95.00;34.00;7.00;DHT;2.00;30.00;95.20;32.00;74.00;28.00;4.00;32.40;12.40;5.10;5.30
H7-50;;1.00;Kvi;95.00;37.00;7.00;BHN;1.00;20.00;98.00;33.80;75.00;28.00;1.00;35.00;12.70;5.20;4.90
H7-52;;1.00;Kvi;95.00;58.00;13.00;DHT;2.00;35.00;96.70;31.30;75.00;28.50;3.00;29.00;;;
H7-74;;1.00;Kvi;95.00;38.00;14.00;DHT;1.00;35.00;104.00;34.60;82.00;30.50;1.00;34.60;11.60;5.20;5.00
H7-79;;1.00;Kvi;95.00;51.00;18.00;……N;2.00;35.00;96.00;32.50;74.00;30.00;1.00;30.70;13.10;5.30;5.20
H7-91;;1.00;Kvi;95.00;22.00;11.00;BNN;1.00;20.00;101.00;32.70;76.00;28.50;2.00;;;;
H7-97;;1.00;Kvi;95.00;40.00;10.00;DHT;2.00;35.00;97.70;32.50;78.00;29.00;3.00;35.70;12.70;5.30;5.40
H9-22;;1.00;Kvi;95.00;52.00;9.00;……N;2.00;45.00;98.00;33.40;75.00;28.00;1.00;37.00;12.20;5.20;5.00
H9-85;;1.00;Kvi;95.00;59.00;8.00;DHT;2.00;45.00;96.00;31.80;75.00;30.00;2.00;33.10;12.20;5.20;5.00
H9-85;;2.00;Kvi;95.00;64.00;7.00;PJN;2.00;60.00;96.00;31.20;;;1.00;32.70;12.20;5.10;5.00
V-57;;1.00;Kvi;95.00;61.00;8.00;BHN;1.00;70.00;101.00;33.00;80.00;28.00;.00;32.40;12.10;5.10;4.80
V-59;;1.00;Kvi;95.00;42.00;11.00;BNN;2.00;80.00;97.00;33.80;72.50;29.00;1.00;30.40;13.30;5.20;5.20
V9-08;;1.00;Kvi;95.00;45.00;11.00;BNN;1.00;20.00;98.00;34.20;75.00;28.00;1.00;33.70;13.10;5.20;5.10
V9-17;;1.00;Kvi;95.00;56.00;10.00;BNN;2.00;30.00;94.50;31.90;72.00;25.00;3.00;33.80;12.70;5.10;5.10
V9-18;;1.00;Kvi;95.00;46.00;8.00;……N;2.00;20.00;95.00;32.90;;27.00;1.00;32.20;12.10;5.20;5.00
V9-29;;1.00;Kvi;95.00;36.00;7.00;DHT;2.00;35.00;96.30;32.30;74.00;28.50;1.00;34.80;12.90;5.30;5.30
V9-32;;1.00;Kvi;95.00;39.00;19.00;DHT;2.00;20.00;96.30;32.30;74.00;27.50;3.00;36.20;12.70;5.30;5.10
V9-51;;1.00;Kvi;95.00;28.00;8.00;BHN;1.00;20.00;101.00;33.20;82.00;1.00;32.20;32.20;11.30;5.10;4.90
V9-79;;1.00;Kvi;95.00;49.00;8.00;……N;2.00;35.00;96.00;33.70;74.00;30.00;1.00;32.00;13.00;5.00;5.20
V9-79;;2.00;Kvi;95.00;63.00;15.00;……N;2.00;35.00;96.00;33.20;75.00;29.00;1.00;35.60;12.80;4.90;5.00
V9-87;;1.00;Kvi;95.00;33.00;7.00;BHN;2.00;30.00;97.00;32.50;79.00;26.00;1.00;35.00;13.00;4.90;4.90
V9-99;;1.00;Kvi;95.00;23.00;15.00;DHT;1.00;20.00;98.60;33.30;75.00;28.00;3.00;35.20;;;
V9-99;;2.00;Kvi;95.00;59.00;10.00;……N;1.00;20.00;98.50;33.30;75.00;29.00;1.00;35.40;12.10;5.20;5.40
1H-00;;1.00;Seg;95.00;29.00;13.00;BNN;2.00;30.00;97.00;33.00;75.00;28.50;;33.20;12.80;5.00;5.10
1H-03;;1.00;Seg;95.00;57.00;12.00;……N;2.00;35.00;95.50;32.20;76.00;28.00;2.00;29.10;12.00;5.10;5.20
1H-08;;1.00;Seg;95.00;55.00;9.00;……N;2.00;20.00;95.00;33.00;76.00;27.00;2.00;30.20;12.80;5.00;5.20
1H-17;;1.00;Seg;95.00;65.00;8.00;BNN;2.00;45.00;96.00;;76.00;28.00;3.00;31.10;12.90;5.30;5.20
1H-21;;1.00;Seg;95.00;64.00;8.00;……N;1.00;55.00;100.00;34.10;78.00;29.00;1.00;33.20;12.00;5.20;5.00
1H-24;;1.00;Seg;95.00;34.00;10.00;BHN;1.00;40.00;101.00;33.20;78.50;;.00;33.00;12.90;4.90;4.90
1H-25b;;1.00;Seg;95.00;55.00;13.00;……N;2.00;35.00;98.50;32.00;80.00;29.00;2.00;30.80;11.80;5.00;5.20
1H-31;;1.00;Seg;95.00;48.00;10.00;……N;2.00;35.00;96.00;32.20;74.00;31.00;3.00;32.90;12.30;5.10;5.00
1H-45;;1.00;Seg;95.00;58.00;8.00;BHN;1.00;35.00;102.20;33.20;80.00;27.00;.00;34.30;11.30;5.20;4.80
1H-55;;1.00;Seg;95.00;46.00;8.00;BNN;1.00;75.00;102.00;34.00;83.00;29.00;1.00;34.80;13.30;5.10;5.20
1H-70;;1.00;Seg;95.00;42.00;11.00;BHN;1.00;20.00;101.00;34.80;81.00;28.00;1.00;37.80;12.90;5.30;5.10
1H-73;;1.00;Seg;95.00;57.00;7.00;……N;2.00;35.00;98.00;32.00;76.00;28.00;2.00;29.80;12.20;5.20;5.20
1H-74;;1.00;Seg;95.00;67.00;17.00;……N;2.00;20.00;97.00;32.00;75.00;29.00;2.00;33.10;12.60;5.10;4.90
1H-90;;1.00;Seg;95.00;58.00;7.00;BHN;1.00;35.00;100.20;32.90;80.00;26.50;1.00;34.40;12.20;5.10;5.00
1H-91;;1.00;Seg;95.00;27.00;7.00;DHT;2.00;20.00;99.00;33.20;74.00;30.00;3.00;;12.30;5.00;5.00
1H-91;;2.00;Seg;95.00;64.00;7.00;……N;2.00;20.00;98.50;33.10;;29.00;2.00;30.80;12.20;5.00;5.10
1H-95;;1.00;Seg;95.00;57.00;14.00;……N;2.00;35.00;94.00;32.20;74.00;27.50;1.00;;11.90;5.30;5.10
1H-98;;1.00;Seg;95.00;48.00;8.00;……N;1.00;35.00;99.00;34.30;;;2.00;34.20;13.10;5.20;5.20
2H-29;;1.00;Seg;95.00;38.00;8.00;BHN;2.00;30.00;94.00;31.90;73.00;27.00;2.00;33.30;11.90;5.10;4.90
H0-28;;1.00;Seg;95.00;46.00;9.00;BNN;2.00;50.00;97.00;32.70;77.00;27.00;;32.80;12.50;5.20;5.10
H2-71;;1.00;Seg;95.00;24.00;18.00;DHT;2.00;30.00;99.00;32.00;77.00;29.00;4.00;;12.30;5.20;5.00
H3-11;;1.00;Seg;95.00;30.00;11.00;BHN;1.00;20.00;99.00;34.00;;29.00;1.00;35.00;12.80;5.10;5.00
H3-24;;1.00;Seg;95.00;58.00;11.00;……N;2.00;20.00;93.00;32.30;;;3.00;33.70;13.00;5.30;5.00
H7-05;;1.00;Seg;95.00;29.00;13.00;BNN;1.00;40.00;104.00;33.10;83.00;31.00;.00;34.20;13.10;5.10;5.20
H7-58;;1.00;Seg;95.00;58.00;12.00;……N;1.00;35.00;99.50;33.00;80.00;28.00;1.00;34.80;13.30;5.20;5.20
H8-9;;1.00;Seg;95.00;24.00;20.00;DHT;2.00;35.00;99.00;33.30;76.00;30.50;3.00;34.80;12.60;5.00;5.10
H2-91;;1.00;Ven;95.00;52.00;19.00;BNN;1.00;30.00;100.50;33.40;82.00;28.00;1.00;32.70;12.40;4.80;5.00
2H-97;3395918.00;1.00;Kvi;96.00;40.00;7.00;SBH;2.00;40.00;95.00;32.15;75.00;29.00;3.00;32.50;11.80;4.80;4.90
4H-71;;1.00;Kvi;96.00;31.00;7.00;SBH;2.00;20.00;97.00;31.75;74.00;29.00;3.00;35.00;12.50;5.00;5.20
4H-71;;2.00;Kvi;96.00;86.00;9.00;TSN;2.00;20.00;95.00;31.90;75.00;28.00;3.00;31.60;12.80;5.00;5.10
H0-27;;1.00;Kvi;96.00;64.00;8.00;BNN;1.00;60.00;99.00;34.60;77.00;27.00;1.00;31.10;13.00;5.00;5.10
H1-17;;1.00;Kvi;96.00;51.00;10.00;BHN;1.00;50.00;103.00;34.15;81.00;32.00;1.00;33.20;12.40;5.10;5.10
H1-17;;2.00;Kvi;96.00;60.00;11.00;……N;1.00;50.00;103.00;34.20;81.00;31.00;1.00;33.10;11.90;5.20;5.30
H1-23;;1.00;Kvi;96.00;51.00;10.00;BHN;2.00;50.00;97.00;32.50;77.00;26.00;.00;31.20;11.90;5.10;5.00
H1-24;;1.00;Kvi;96.00;54.00;7.00;BNN;2.00;50.00;98.50;33.90;75.00;30.00;2.00;31.10;12.90;5.00;5.10
H1-51;;1.00;Kvi;96.00;57.00;12.00;BNN;2.00;50.00;96.00;33.55;77.00;30.00;2.00;30.70;12.80;5.30;5.20
H2-05;;1.00;Kvi;96.00;55.00;8.00;SBH;1.00;40.00;102.50;33.80;81.00;30.00;1.00;34.20;12.00;5.10;5.00
H2-09;;1.00;Kvi;96.00;55.00;11.00;SBH;2.00;40.00;95.00;33.15;72.00;28.00;2.00;32.20;12.00;5.00;4.80
H2-09;;2.00;Kvi;96.00;86.00;6.00;TSN;2.00;40.00;94.00;33.10;76.00;27.00;4.00;34.80;12.30;4.90;4.90
H2-28;;1.00;Kvi;96.00;61.00;9.00;……N;1.00;40.00;101.00;33.60;79.00;28.00;2.00;35.60;12.60;5.10;5.10
H2-59;;1.00;Kvi;96.00;64.00;16.00;BHN;1.00;40.00;101.00;35.50;83.00;27.00;2.00;38.30;13.80;5.40;5.40
H3-00;3395950.00;1.00;Kvi;96.00;11.00;8.00;BHN;1.00;30.00;99.00;34.00;75.00;27.00;1.00;34.40;12.70;5.20;4.80
H3-01;;1.00;Kvi;96.00;90.00;11.00;PPN;;30.00;99.00;33.50;76.00;32.00;3.00;33.00;12.50;5.20;4.90
H3-29;;1.00;Kvi;96.00;72.00;6.00;TSN;2.00;30.00;95.00;31.30;74.00;29.00;2.00;;12.50;5.00;4.60
H3-90;3402149.00;1.00;Kvi;96.00;51.00;9.00;SBH;2.00;30.00;98.00;33.10;76.00;30.00;2.00;34.20;11.20;5.00;5.20
H4-05;;1.00;Kvi;96.00;61.00;6.00;SBH;2.00;20.00;97.00;31.80;73.00;30.00;2.00;;12.30;5.00;4.90
H4-11;;1.00;Kvi;96.00;45.00;13.00;……N;1.00;20.00;96.00;34.10;70.00;28.00;1.00;33.70;13.20;5.60;5.10
H4-18;;1.00;Kvi;96.00;86.00;11.00;TSN;2.00;20.00;97.00;34.45;78.00;;;37.60;12.20;5.10;4.90
H4-34;3423511.00;1.00;Kvi;96.00;67.00;;BNN;2.00;20.00;94.00;31.70;73.00;28.00;3.00;30.30;12.60;5.10;5.20
H4-57;3423518.00;1.00;Kvi;96.00;83.00;9.00;TSN;;20.00;98.00;34.20;;;2.00;32.30;12.90;5.10;4.80
H4-78;;1.00;Kvi;96.00;40.00;10.00;BNN;2.00;20.00;96.00;32.70;71.00;29.00;2.00;33.20;12.90;5.10;5.20
H4-78;;2.00;Kvi;96.00;55.00;11.00;TSN;2.00;20.00;96.00;32.05;71.00;;5.00;30.60;12.10;5.20;5.10
H4-78;;3.00;Kvi;96.00;61.00;6.00;MSR;2.00;20.00;95.00;32.10;;28.00;;29.20;12.20;4.90;4.80
H4-82;3423630.00;2.00;Kvi;96.00;60.00;4.00;MSR;2.00;20.00;95.00;31.95;;27.00;2.00;29.90;11.00;4.80;5.20
H4-82;3423630.00;1.00;Kvi;96.00;64.00;17.00;BNN;2.00;20.00;95.50;32.10;72.00;27.50;1.00;33.10;11.60;4.90;5.20
H5-79;;1.00;Kvi;96.00;60.00;11.00;BNN;2.00;90.00;97.00;31.95;76.00;29.00;2.00;30.30;12.90;5.10;5.10
H7-00;;1.00;Kvi;96.00;38.00;10.00;BNN;1.00;65.00;102.00;27.40;73.00;28.00;1.00;32.90;12.10;5.20;5.10
H7-04;;1.00;Kvi;96.00;51.00;8.00;……N;2.00;45.00;96.00;32.25;72.00;28.00;.00;32.50;11.80;5.00;4.80
H7-14;;1.00;Kvi;96.00;55.00;12.00;SBH;2.00;30.00;92.00;31.30;70.00;27.50;2.00;29.50;11.20;5.00;4.80
H7-31;;1.00;Kvi;96.00;73.00;10.00;BHN;2.00;35.00;95.00;31.15;74.00;28.00;.00;27.70;12.10;5.20;5.00
H7-41;3377753.00;1.00;Kvi;96.00;52.00;7.00;BNN;2.00;75.00;99.00;34.05;76.00;29.00;1.00;30.40;13.20;5.10;5.30
H7-43;;1.00;Kvi;96.00;40.00;9.00;BNN;1.00;65.00;104.00;33.55;81.00;29.00;1.00;33.20;12.70;5.30;5.20
H7-52;;1.00;Kvi;96.00;51.00;7.00;……N;2.00;50.00;96.00;30.60;73.00;30.00;2.00;26.50;11.90;5.00;5.00
H9-22;;1.00;Kvi;96.00;57.00;12.00;……N;2.00;70.00;97.00;33.95;74.00;28.00;1.00;31.50;12.30;5.40;5.10
V9-04;3423795.00;1.00;Kvi;96.00;73.00;7.00;BHN;2.00;30.00;99.00;32.05;76.00;27.00;2.00;;12.10;5.10;4.60
V9-05;;2.00;Kvi;96.00;61.00;6.00;MSR;2.00;25.00;94.00;32.05;;27.00;3.00;31.70;12.20;5.00;5.00
V9-05;;1.00;Kvi;96.00;83.00;12.00;TSN;2.00;25.00;95.00;32.05;76.00;31.00;4.00;33.20;12.20;4.80;5.00
V9-08;;1.00;Kvi;96.00;40.00;11.00;SBH;1.00;30.00;99.00;33.95;;30.00;2.00;35.80;12.20;5.10;5.00
V9-09;;1.00;Kvi;96.00;34.00;7.00;SBH;2.00;35.00;96.00;32.60;75.00;27.00;2.00;30.00;12.90;5.10;4.90
V9-13;;1.00;Kvi;96.00;26.00;7.00;BNN;1.00;35.00;103.50;33.75;80.50;29.00;2.00;34.40;13.30;5.10;5.00
V9-21;;1.00;Kvi;96.00;83.00;10.00;TSN;;35.00;100.00;34.00;76.00;31.00;2.00;32.60;12.10;5.10;4.60
V9-22;;1.00;Kvi;96.00;74.00;7.00;BNN;2.00;35.00;95.00;31.40;73.00;27.00;4.00;30.80;13.10;5.30;5.20
V9-27;3423531.00;1.00;Kvi;96.00;30.00;18.00;BNN;2.00;20.00;93.00;31.90;71.00;26.00;3.00;32.50;12.30;4.80;4.90
V9-27;3423531.00;2.00;Kvi;96.00;83.00;8.00;TSN;2.00;20.00;92.00;31.45;72.00;27.00;1.00;;;;
V9-29;;1.00;Kvi;96.00;49.00;10.00;……N;2.00;45.00;97.00;32.60;76.00;28.00;2.00;30.70;13.00;5.10;5.60
V9-35;;2.00;Kvi;96.00;30.00;9.00;HWL;1.00;35.00;101.00;33.25;73.00;30.00;2.00;34.00;12.50;5.50;5.10
V9-35;;1.00;Kvi;96.00;37.00;8.00;SBH;1.00;35.00;102.00;33.25;78.00;30.00;2.00;36.30;12.20;5.10;4.80
V9-37;;1.00;Kvi;96.00;41.00;11.00;……N;2.00;20.00;96.00;32.70;76.00;28.00;1.00;36.70;12.20;;
V9-39;;1.00;Kvi;96.00;93.00;7.00;TSN;2.00;35.00;;33.85;82.00;30.00;5.00;39.20;12.60;5.80;5.20
V9-41;3423535.00;1.00;Kvi;96.00;39.00;10.00;……N;2.00;30.00;100.00;32.40;75.00;26.00;1.00;31.80;12.00;5.20;4.90
V9-41;3423535.00;2.00;Kvi;96.00;67.00;9.00;PRD;2.00;25.00;99.00;32.20;71.00;29.00;3.00;29.30;12.30;5.00;4.60
V9-44;;1.00;Kvi;96.00;73.00;9.00;TSN;2.00;20.00;99.00;34.10;78.00;29.00;3.00;34.70;12.30;5.10;5.10
V9-48;3423743.00;1.00;Kvi;96.00;30.00;18.00;SBH;2.00;35.00;97.00;33.20;75.00;27.00;4.00;32.10;12.20;5.10;4.90
V9-50;;1.00;Kvi;96.00;29.00;8.00;SBH;1.00;35.00;97.00;32.10;73.00;28.00;2.00;31.90;12.70;5.10;5.00
V9-55;;1.00;Kvi;96.00;34.00;11.00;SBH;1.00;35.00;101.00;33.20;77.00;28.00;1.00;32.80;12.70;5.10;5.10
V9-55;;2.00;Kvi;96.00;60.00;11.00;……N;1.00;35.00;101.50;33.10;79.00;28.00;1.00;34.90;12.80;5.00;5.20
V9-72;;1.00;Kvi;96.00;40.00;9.00;SBH;1.00;35.00;101.40;33.95;78.00;31.00;1.00;;12.20;5.20;4.90
V9-73;;2.00;Kvi;96.00;22.00;28.00;BHN;1.00;30.00;103.00;35.65;76.00;31.00;.00;37.00;12.40;5.60;5.40
V9-73;;1.00;Kvi;96.00;40.00;7.00;BNN;1.00;30.00;103.00;35.50;81.00;29.00;1.00;37.70;12.90;5.30;5.20
V9-79;;1.00;Kvi;96.00;64.00;8.00;BNN;2.00;35.00;97.00;33.65;75.00;28.50;2.00;32.30;13.20;4.90;5.10
V9-85;;1.00;Kvi;96.00;60.00;12.00;……N;1.00;35.00;99.00;33.45;79.00;29.00;1.00;33.60;13.00;5.10;5.30
V9-92;;1.00;Kvi;96.00;36.00;8.00;SBH;2.00;35.00;95.00;33.10;72.00;26.00;2.00;34.60;12.20;4.90;5.00
V9-98;;1.00;Kvi;96.00;41.00;9.00;BHN;2.00;20.00;93.00;32.50;72.00;25.00;.00;35.10;11.80;5.00;5.00
V9-99;;1.00;Kvi;96.00;49.00;10.00;……N;1.00;30.00;100.00;33.25;78.00;29.00;1.00;34.70;12.20;5.20;5.30
1H-00;;1.00;Seg;96.00;54.00;7.00;SBH;2.00;45.00;96.00;32.80;74.00;30.00;2.00;30.80;12.90;5.00;5.00
1H-05;;1.00;Seg;96.00;47.00;18.00;BHN;2.00;25.00;97.00;32.45;74.00;27.00;.00;36.90;12.90;5.40;5.50
